distrito_pr,distrito,populacao_total,ano,tamanho_em_ha,tamanho_em_m2,tamanho_em_km2,razao_residentes_0_4,razao_residentes_5_9,razao_residentes_10_14,razao_residentes_15_19,razao_residentes_20_24,razao_residentes_25_29,razao_residentes_30_34,razao_residentes_35_39,razao_residentes_40_44,razao_residentes_45_49,razao_residentes_50_54,razao_residentes_55_59,razao_residentes_60_64,razao_residentes_65_69,razao_residentes_70_74,razao_residentes_75_79,razao_residentes_80_84,razao_residentes_85_89,razao_residentes_90_94,razao_residentes_95_99,razao_residentes_100
cambuci,Cambuci,42869,2017,390.0,3900000,"3,9",0.057053155786510774,0.05377828299231352,0.05621413878965032,0.05534805672837501,0.07681065280935369,0.09340153729565877,0.09486305077406085,0.08452419616758688,0.0719930713435098,0.06774385623037783,0.06449604850059543,0.05459023492475912,0.04230269568041572,0.03453502219335282,0.03126014939915557,0.025170509905813578,0.0200552127314063,0.010934286023600736,0.0036537836960051965,0.0012179278986683988,5.413012882970661E-5
cambuci,Cambuci,43767,2018,390.0,3900000,"3,9",0.057053155786510774,0.05377828299231352,0.05621413878965032,0.05534805672837501,0.07681065280935369,0.09340153729565877,0.09486305077406085,0.08452419616758688,0.0719930713435098,0.06774385623037783,0.06449604850059543,0.05459023492475912,0.04230269568041572,0.03453502219335282,0.03126014939915557,0.025170509905813578,0.0200552127314063,0.010934286023600736,0.0036537836960051965,0.0012179278986683988,5.413012882970661E-5
cambuci,Cambuci,44678,2019,390.0,3900000,"3,9",0.057053155786510774,0.05377828299231352,0.05621413878965032,0.05534805672837501,0.07681065280935369,0.09340153729565877,0.09486305077406085,0.08452419616758688,0.0719930713435098,0.06774385623037783,0.06449604850059543,0.05459023492475912,0.04230269568041572,0.03453502219335282,0.03126014939915557,0.025170509905813578,0.0200552127314063,0.010934286023600736,0.0036537836960051965,0.0012179278986683988,5.413012882970661E-5
cambuci,Cambuci,45602,2020,390.0,3900000,"3,9",0.057053155786510774,0.05377828299231352,0.05621413878965032,0.05534805672837501,0.07681065280935369,0.09340153729565877,0.09486305077406085,0.08452419616758688,0.0719930713435098,0.06774385623037783,0.06449604850059543,0.05459023492475912,0.04230269568041572,0.03453502219335282,0.03126014939915557,0.025170509905813578,0.0200552127314063,0.010934286023600736,0.0036537836960051965,0.0012179278986683988,5.413012882970661E-5
cambuci,Cambuci,46545,2021,390.0,3900000,"3,9",0.057053155786510774,0.05377828299231352,0.05621413878965032,0.05534805672837501,0.07681065280935369,0.09340153729565877,0.09486305077406085,0.08452419616758688,0.0719930713435098,0.06774385623037783,0.06449604850059543,0.05459023492475912,0.04230269568041572,0.03453502219335282,0.03126014939915557,0.025170509905813578,0.0200552127314063,0.010934286023600736,0.0036537836960051965,0.0012179278986683988,5.413012882970661E-5
consolacao,Consolação,57814,2017,370.0,3700000,"3,7",0.02827508062407391,0.028240216159679248,0.03230192626165781,0.05322060489845725,0.11440773991109561,0.11480868125163428,0.08934019001133095,0.06931055521659549,0.062198204480083674,0.06953717423516081,0.06779395101542753,0.060437549028153056,0.05344722391702258,0.040582236555390915,0.03554432145036172,0.030541270809727187,0.025555652401289985,0.015723873441994246,0.006484790377407827,0.0019524100061012813,2.963479473546588E-4
consolacao,Consolação,57850,2018,370.0,3700000,"3,7",0.02827508062407391,0.028240216159679248,0.03230192626165781,0.05322060489845725,0.11440773991109561,0.11480868125163428,0.08934019001133095,0.06931055521659549,0.062198204480083674,0.06953717423516081,0.06779395101542753,0.060437549028153056,0.05344722391702258,0.040582236555390915,0.03554432145036172,0.030541270809727187,0.025555652401289985,0.015723873441994246,0.006484790377407827,0.0019524100061012813,2.963479473546588E-4
consolacao,Consolação,57878,2019,370.0,3700000,"3,7",0.02827508062407391,0.028240216159679248,0.03230192626165781,0.05322060489845725,0.11440773991109561,0.11480868125163428,0.08934019001133095,0.06931055521659549,0.062198204480083674,0.06953717423516081,0.06779395101542753,0.060437549028153056,0.05344722391702258,0.040582236555390915,0.03554432145036172,0.030541270809727187,0.025555652401289985,0.015723873441994246,0.006484790377407827,0.0019524100061012813,2.963479473546588E-4
consolacao,Consolação,57898,2020,370.0,3700000,"3,7",0.02827508062407391,0.028240216159679248,0.03230192626165781,0.05322060489845725,0.11440773991109561,0.11480868125163428,0.08934019001133095,0.06931055521659549,0.062198204480083674,0.06953717423516081,0.06779395101542753,0.060437549028153056,0.05344722391702258,0.040582236555390915,0.03554432145036172,0.030541270809727187,0.025555652401289985,0.015723873441994246,0.006484790377407827,0.0019524100061012813,2.963479473546588E-4
consolacao,Consolação,57919,2021,370.0,3700000,"3,7",0.02827508062407391,0.028240216159679248,0.03230192626165781,0.05322060489845725,0.11440773991109561,0.11480868125163428,0.08934019001133095,0.06931055521659549,0.062198204480083674,0.06953717423516081,0.06779395101542753,0.060437549028153056,0.05344722391702258,0.040582236555390915,0.03554432145036172,0.030541270809727187,0.025555652401289985,0.015723873441994246,0.006484790377407827,0.0019524100061012813,2.963479473546588E-4
liberdade,Liberdade,72594,2017,370.0,3700000,"3,7",0.045026920627569036,0.04201644184565507,0.045938748335552594,0.05760435361546923,0.09029989000173681,0.11166271058878018,0.1004313089793319,0.08306316216059746,0.07050020262837955,0.0663897412146124,0.06540554622821745,0.05714120303363631,0.048326868523128584,0.03380999247380304,0.028671915706594105,0.0216088693336421,0.017570775198286342,0.009393272737798877,0.004023620679673478,9.552480750303942E-4,1.592080125050657E-4
liberdade,Liberdade,73072,2018,370.0,3700000,"3,7",0.045026920627569036,0.04201644184565507,0.045938748335552594,0.05760435361546923,0.09029989000173681,0.11166271058878018,0.1004313089793319,0.08306316216059746,0.07050020262837955,0.0663897412146124,0.06540554622821745,0.05714120303363631,0.048326868523128584,0.03380999247380304,0.028671915706594105,0.0216088693336421,0.017570775198286342,0.009393272737798877,0.004023620679673478,9.552480750303942E-4,1.592080125050657E-4
liberdade,Liberdade,73544,2019,370.0,3700000,"3,7",0.045026920627569036,0.04201644184565507,0.045938748335552594,0.05760435361546923,0.09029989000173681,0.11166271058878018,0.1004313089793319,0.08306316216059746,0.07050020262837955,0.0663897412146124,0.06540554622821745,0.05714120303363631,0.048326868523128584,0.03380999247380304,0.028671915706594105,0.0216088693336421,0.017570775198286342,0.009393272737798877,0.004023620679673478,9.552480750303942E-4,1.592080125050657E-4
liberdade,Liberdade,74009,2020,370.0,3700000,"3,7",0.045026920627569036,0.04201644184565507,0.045938748335552594,0.05760435361546923,0.09029989000173681,0.11166271058878018,0.1004313089793319,0.08306316216059746,0.07050020262837955,0.0663897412146124,0.06540554622821745,0.05714120303363631,0.048326868523128584,0.03380999247380304,0.028671915706594105,0.0216088693336421,0.017570775198286342,0.009393272737798877,0.004023620679673478,9.552480750303942E-4,1.592080125050657E-4
liberdade,Liberdade,74477,2021,370.0,3700000,"3,7",0.045026920627569036,0.04201644184565507,0.045938748335552594,0.05760435361546923,0.09029989000173681,0.11166271058878018,0.1004313089793319,0.08306316216059746,0.07050020262837955,0.0663897412146124,0.06540554622821745,0.05714120303363631,0.048326868523128584,0.03380999247380304,0.028671915706594105,0.0216088693336421,0.017570775198286342,0.009393272737798877,0.004023620679673478,9.552480750303942E-4,1.592080125050657E-4
republica,República,62748,2017,230.0,2300000,"2,3",0.04204910408732736,0.037117635703129113,0.039363998525824395,0.0497709762903424,0.10089328021621242,0.123971148277496,0.10803601200400133,0.09015285797020059,0.0800091258489672,0.07097102542952914,0.06449518260472789,0.05370211123005914,0.04294413927449501,0.03162457661325705,0.024165950053526616,0.017848054614696126,0.013372878678857865,0.006212597181516646,0.002527158175532195,7.370878011968902E-4,3.509941910461382E-5
republica,República,63586,2018,230.0,2300000,"2,3",0.04204910408732736,0.037117635703129113,0.039363998525824395,0.0497709762903424,0.10089328021621242,0.123971148277496,0.10803601200400133,0.09015285797020059,0.0800091258489672,0.07097102542952914,0.06449518260472789,0.05370211123005914,0.04294413927449501,0.03162457661325705,0.024165950053526616,0.017848054614696126,0.013372878678857865,0.006212597181516646,0.002527158175532195,7.370878011968902E-4,3.509941910461382E-5
republica,República,64427,2019,230.0,2300000,"2,3",0.04204910408732736,0.037117635703129113,0.039363998525824395,0.0497709762903424,0.10089328021621242,0.123971148277496,0.10803601200400133,0.09015285797020059,0.0800091258489672,0.07097102542952914,0.06449518260472789,0.05370211123005914,0.04294413927449501,0.03162457661325705,0.024165950053526616,0.017848054614696126,0.013372878678857865,0.006212597181516646,0.002527158175532195,7.370878011968902E-4,3.509941910461382E-5
republica,República,65271,2020,230.0,2300000,"2,3",0.04204910408732736,0.037117635703129113,0.039363998525824395,0.0497709762903424,0.10089328021621242,0.123971148277496,0.10803601200400133,0.09015285797020059,0.0800091258489672,0.07097102542952914,0.06449518260472789,0.05370211123005914,0.04294413927449501,0.03162457661325705,0.024165950053526616,0.017848054614696126,0.013372878678857865,0.006212597181516646,0.002527158175532195,7.370878011968902E-4,3.509941910461382E-5
republica,República,66126,2021,230.0,2300000,"2,3",0.04204910408732736,0.037117635703129113,0.039363998525824395,0.0497709762903424,0.10089328021621242,0.123971148277496,0.10803601200400133,0.09015285797020059,0.0800091258489672,0.07097102542952914,0.06449518260472789,0.05370211123005914,0.04294413927449501,0.03162457661325705,0.024165950053526616,0.017848054614696126,0.013372878678857865,0.006212597181516646,0.002527158175532195,7.370878011968902E-4,3.509941910461382E-5
santa cecilia,Santa Cecília,91216,2017,390.0,3900000,"3,9",0.04236893343048604,0.039609637230192195,0.04387400408519178,0.052044387639308624,0.08753299807685416,0.10878316232067561,0.0974354073844022,0.08038988496959996,0.07473989751185542,0.07064276072960092,0.0669756441344052,0.05882915059068051,0.04812642593499528,0.036527825889604265,0.030268643166859777,0.0251084009221544,0.02013927876058626,0.011025239795979311,0.004300201870587814,0.0010631054624508762,2.1501009352939068E-4
santa cecilia,Santa Cecília,92295,2018,390.0,3900000,"3,9",0.04236893343048604,0.039609637230192195,0.04387400408519178,0.052044387639308624,0.08753299807685416,0.10878316232067561,0.0974354073844022,0.08038988496959996,0.07473989751185542,0.07064276072960092,0.0669756441344052,0.05882915059068051,0.04812642593499528,0.036527825889604265,0.030268643166859777,0.0251084009221544,0.02013927876058626,0.011025239795979311,0.004300201870587814,0.0010631054624508762,2.1501009352939068E-4
santa cecilia,Santa Cecília,93374,2019,390.0,3900000,"3,9",0.04236893343048604,0.039609637230192195,0.04387400408519178,0.052044387639308624,0.08753299807685416,0.10878316232067561,0.0974354073844022,0.08038988496959996,0.07473989751185542,0.07064276072960092,0.0669756441344052,0.05882915059068051,0.04812642593499528,0.036527825889604265,0.030268643166859777,0.0251084009221544,0.02013927876058626,0.011025239795979311,0.004300201870587814,0.0010631054624508762,2.1501009352939068E-4
santa cecilia,Santa Cecília,94454,2020,390.0,3900000,"3,9",0.04236893343048604,0.039609637230192195,0.04387400408519178,0.052044387639308624,0.08753299807685416,0.10878316232067561,0.0974354073844022,0.08038988496959996,0.07473989751185542,0.07064276072960092,0.0669756441344052,0.05882915059068051,0.04812642593499528,0.036527825889604265,0.030268643166859777,0.0251084009221544,0.02013927876058626,0.011025239795979311,0.004300201870587814,0.0010631054624508762,2.1501009352939068E-4
santa cecilia,Santa Cecília,95546,2021,390.0,3900000,"3,9",0.04236893343048604,0.039609637230192195,0.04387400408519178,0.052044387639308624,0.08753299807685416,0.10878316232067561,0.0974354073844022,0.08038988496959996,0.07473989751185542,0.07064276072960092,0.0669756441344052,0.05882915059068051,0.04812642593499528,0.036527825889604265,0.030268643166859777,0.0251084009221544,0.02013927876058626,0.011025239795979311,0.004300201870587814,0.0010631054624508762,2.1501009352939068E-4
se,Sé,25764,2017,210.0,2100000,"2,1",0.050019026679633,0.06046255972263329,0.06646653418460108,0.07022958860090482,0.10802925880512453,0.11580905669950531,0.10777556974335123,0.10409707834763858,0.08046171409242737,0.06046255972263329,0.05124519047820388,0.036827195467422094,0.02811720434653926,0.021944103843389285,0.015559595788761574,0.01128916324891125,0.006299945034036616,0.003128831761870534,0.0011416007779797895,2.5368906177328655E-4,4.228151029554776E-5
se,Sé,26068,2018,210.0,2100000,"2,1",0.050019026679633,0.06046255972263329,0.06646653418460108,0.07022958860090482,0.10802925880512453,0.11580905669950531,0.10777556974335123,0.10409707834763858,0.08046171409242737,0.06046255972263329,0.05124519047820388,0.036827195467422094,0.02811720434653926,0.021944103843389285,0.015559595788761574,0.01128916324891125,0.006299945034036616,0.003128831761870534,0.0011416007779797895,2.5368906177328655E-4,4.228151029554776E-5
