-23.61154056293958,-46.75488533743893
-23.611594631449197,-46.754423732806806
-23.611132590738915,-46.7533878061324
-23.610537833809996,-46.75255047679971
-23.60981527424081,-46.75232504197938
-23.609058302801145,-46.7518473348601
-23.608753546831533,-46.751766822424266
-23.61613630662838,-46.75023358988476
-23.6170603511399,-46.74974554479635
-23.619021466571624,-46.74897310861006
-23.61919840787375,-46.74884965620846
-23.619429414214107,-46.74883892121701
-23.61995532074649,-46.748511503977944
-23.619994640776245,-46.74838338579451
-23.62023547570104,-46.74822772841857
-23.620338690533274,-46.748013028589675
-23.62042716032478,-46.7479217811624
-23.620672909432137,-46.74779832876078
-23.621125086585312,-46.74771781632494
-23.62142489883731,-46.74769679260747
-23.621714880526667,-46.7476055451802
-23.622516013044187,-46.74719806177071
-23.622855141284308,-46.747155121804916
-23.623022247630477,-46.74704797809587
-23.623808627574164,-46.74679570579692
-23.62432960168717,-46.746484778834294
-23.624447557802455,-46.7462649054043
-23.624771936571772,-46.74610388053266
-23.624845658907326,-46.746109248028354
-23.634188400364778,-46.74142043582337
-23.634271946334515,-46.74149514988655
-23.634399722420422,-46.74158639731383
-23.63475847768737,-46.74166690974967
-23.635525129483415,-46.741785059287096
-23.63662595498049,-46.74262200390821
-23.63708790578013,-46.742916942258304
-23.63881774961255,-46.74479494714492
-23.63894060696988,-46.744907489126604
-23.639205978468212,-46.74498800156245
-23.639658091633727,-46.74500947154534
-23.639712148538138,-46.74578677048577
-23.639893976143657,-46.746226905134996
-23.64040997202717,-46.7468280646559
-23.640488599792732,-46.746860269630226
-23.642547647588987,-46.74713857613005
-23.643102946102598,-46.74747136086479
-23.64457717851325,-46.749499603310845
-23.64526023390031,-46.75081871155002
-23.645338858752023,-46.75167683377324
-23.64550593640506,-46.75223505332835
-23.645766380556402,-46.752782537892045
-23.645815520904193,-46.75287784787341
-23.645879403328728,-46.75314085516381
-23.645899059453075,-46.75358098981304
-23.645790950732614,-46.75418214933393
-23.64577129459202,-46.75476720636765
-23.645879403328728,-46.755480378507144
-23.646016996137195,-46.755941983139266
-23.646164416842876,-46.75631234034409
-23.646621419975023,-46.757047687258044
-23.64711773339664,-46.75763811178749
-23.64778111968385,-46.75817486135973
-23.648016989553227,-46.758264502231505
-23.64852803947824,-46.758339647171596
-23.649274955008853,-46.75839306668038
-23.649505908290127,-46.75845747662905
-23.649672980622466,-46.75853798906487
-23.650080832772918,-46.75891908126117
-23.650473942076065,-46.75967527030873
-23.650749117885468,-46.76004562751357
-23.65106851765276,-46.76033502909486
-23.65160903855941,-46.7606567895351
-23.651854729142347,-46.76087685685971
-23.652198695183294,-46.76159610128651
-23.652228177944718,-46.76183227109827
-23.65237067786461,-46.76212691706757
-23.65356472281777,-46.76336144108369
-23.65646379895095,-46.765871443970084
-23.65617880787382,-46.76638672355942
-23.655987175593502,-46.76659068839686
-23.655810284008624,-46.7671059679862
-23.654714533582695,-46.76837161670659
-23.65440005642889,-46.76852727408254
-23.65286696947738,-46.77294708057443
-23.652046367476736,-46.77346733063716
-23.651471451631405,-46.77419194255966
-23.651363347515037,-46.774346673550184
-23.651319123078057,-46.77449159593468
-23.651171708180122,-46.775801264890916
-23.650066091151082,-46.77803286894669
-23.651083259161645,-46.77787184407504
-23.65175645296455,-46.77851522645934
-23.65178593582565,-46.77857426891229
-23.652513177629288,-46.7783380991005
-23.652498436281515,-46.77842397903207
-23.652139729640492,-46.778703088809614
-23.651830160104826,-46.77897683109146
-23.65154515893226,-46.77935792328773
-23.65132895073202,-46.77980879292842
-23.651265070968105,-46.78038235785835
-23.651284726283393,-46.78101572235358
-23.651201191173012,-46.78122963429319
-23.65099481008335,-46.78148190659214
-23.650434631198916,-46.78295165556843
-23.650410061894686,-46.78348840514066
-23.65047885593488,-46.78369773747383
-23.650238076635915,-46.78461974336031
-23.64933392184282,-46.7864274445171
-23.648139838275135,-46.78742043122573
-23.647574733199345,-46.78855189563077
-23.64726515286222,-46.789174525134534
-23.647161959253754,-46.789550249835095
-23.647161959253754,-46.78983472710839
-23.647255324903014,-46.79018361433034
-23.647437142028824,-46.79055397153519
-23.647653356660392,-46.79081578160317
-23.648016989553227,-46.79118077131229
-23.64823811716961,-46.7913035681654
-23.649299524526246,-46.791711497840296
-23.649722119503135,-46.792570297155855
-23.649717205615893,-46.79250051971148
-23.64970246395307,-46.792555825845724
